WBSID,Nhóm,Thể Loại,Chiểu Sâu,Phiên Bản,Outline,Sort Helper,Title (WBS),STT,Level 1,Level 2,Level 3,"STT
Hoa Nghiêm","STT
Thủ Nhãn","STT
Tứ Liên Hoa","STT
Ngũ Tự","STT
Lục Tý","STT
10 Pháp Bảo","STT
Bảo Loa","STT
6-2-6-2","STT
Advanced","STT
GALAMI1","STT
GALAMI2","STT-GALAMI
","STT
LHBDT",A.3/3/3,A.4/3/3,A.5/3/3,A.5/5/5,A.Thường Trụ Bất Biến,A.Lục Tý,A.Ending,A.LHBDT,A.6/2/6/2,Nhó,C1 Tên CTT,C5 Thủ Nhãn-Tên,C2 Tên Dài CTT,C3 Giảng Giải CTT,C4 Siddham Code,C4 Siddham Unicode,C4 CTT-Image,C5 Dharma Object Name,C6 Pháp Bảo-Image,A1 Sự,A2 Lý,A3 Khai Dẫn,A4 Hành,A4 Hành A,A4 Hành B,A5 Trung Dẫn,A6 Chú Khởi Động,A8 Lời Khẳng Định,A9 Kết Dẫn,B1 Ritual,B2 Meaning,B3 Opening Instruction,B4 Action A,B4 Action B,B6 Activator,B7 Closing Íntruction,B8 Confirmation Statement,C4 CTT Link,C4 CTT-URL,C6 Pháp Bảo Link,C6 Pháp Bảo-URL,D1 Audio Link,D2 Video Bài Giảng,D3 Bài Giảng
42.15,42,15,0,0,2,42.15.00.00,        42.15 - Tu Nguyện Thành Tựu,B143,A,A,1,E15,E23,,,,,,,E20,,,,,,,,,,,,,,15,KA,Ngũ Sắc Vân,Vô Sai Biệt Vân,nghĩa là mây (đại từ) trùm phủ không sai biệt.,𑖎 - siddham letter ka (u+1158E) copy and paste - Unicode® symbol,𑖎,,Five-Coloured Cloud,,Tu Nguyện Thành Tựu,,,,"Mô Si Mô Si (5x) <br>
Om, Qua Zư La, <br>
Chê Chi La, <br>
Cha Sin Cha (5x)","Mo Syi Mo Syi (5x) <br>
Om, Wa Dz La <br>
Je Ji La <br>
Ja Syin Ja (5x)",,"Om, Suksma Vajra (3x)","Nguyện thành tựu tất cả các pháp Tiên Đạo. <br>
tức là thành tựu Thập Trụ, Thập Hạnh, Thập Hồi Hướng.",,,,,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/19b0Qal3nV3IHG6Jow7dvRng0zjqgXhXl/view?usp=drive_link,https://drive.google.com/uc?export=download&id=19b0Qal3nV3IHG6Jow7dvRng0zjqgXhXl,https://drive.google.com/file/d/1GUvA6yrVkeBaX6f42xCkyTDJmbMHGqnf/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1GUvA6yrVkeBaX6f42xCkyTDJmbMHGqnf,,,
42.15,42,15,0,0,2,42.15.00.00,        42.15 - Tu bản thể Pháp Bảo,B144,A,A,2,,,,,,,,,F05,E27,,E27,,,,,,,,,,,15,KA,Ngũ Sắc Vân,Vô Sai Biệt Vân,nghĩa là mây (đại từ) trùm phủ không sai biệt.,𑖎 - siddham letter ka (u+1158E) copy and paste - Unicode® symbol,𑖎,,Five-Coloured Cloud,,Tu bản thể Pháp Bảo,,Pháp Địa Vân,,"Mô Si Mô Si (5x) <br>
Om, Qua Zư La, <br>
Chê Chi La, <br>
Cha Sin Cha (5x)","Mo Syi Mo Syi (5x) <br>
Om, Wa Dz La <br>
Je Ji La <br>
Ja Syin Ja (5x)",,"Om, Suksma Vajra (3x)","Nguyện thành tựu tất cả các pháp Tiên Đạo. <br>
tức là thành tựu Thập Trụ, Thập Hạnh, Thập Hồi Hướng.",,,,,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/19b0Qal3nV3IHG6Jow7dvRng0zjqgXhXl/view?usp=drive_link,https://drive.google.com/uc?export=download&id=19b0Qal3nV3IHG6Jow7dvRng0zjqgXhXl,https://drive.google.com/file/d/1GUvA6yrVkeBaX6f42xCkyTDJmbMHGqnf/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1GUvA6yrVkeBaX6f42xCkyTDJmbMHGqnf,,,
42.16,42,16,0,0,2,42.16.00.00,        42.16 - Tu Nguyện Thành Tựu,B145,A,A,1,E16,E41,E02,,,,,,,,E07,,,,,,,,,,,,16,SA,Thí Cam Lồ,Giáng Chú Đại Vũ ,nghĩa là mưa lớn (đại bi) giáng xuống.,𑖭 - siddham letter sa (u+115AD) copy and paste - Unicode® symbol,𑖭,,Bestowing Sweet Dews,,Tu Nguyện Thành Tựu,,Quán Chuẩn Tử Tự SA trên lòng bàn tay Phải,,"Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bô La Su Lu, Bô La Su Lu, <br>
Su Lu Su Lu Dê, <br>
Sô Pô Hô (5x)","Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bo La Su Lu, Bo La Su Lu, <br>
Su Lu Su Lu Ye, <br>
So Po He (5x) ",,"Om, Suksma Vajra (3x)","Tôi nguyện tưới tẩm lòng đại từ, đại bi  <br>
vào tâm thức của tất cả chúng sinh, và <br>
Nguyện cảm thông và tha thứ cho tất thảy.",,,,Visualize Syllable SA on right hand,,,"Om, Suksma Vajra (3x)",,"I vow to permeate kindness and compassion to all living being’s consciousness.
I vow to emphathize and forgive all.",https://drive.google.com/file/d/1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3,https://drive.google.com/file/d/1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH,,,
42.16,42,16,0,0,2,42.16.00.00,        42.16 - Chuyển hóa Pháp Bảo thành Tâm Bảo,B146,A,B,1,,,,,,,,,,,,,,,,,,,,,,,16,SA,Thí Cam Lồ,Giáng Chú Đại Vũ ,nghĩa là mưa lớn (đại bi) giáng xuống.,𑖭 - siddham letter sa (u+115AD) copy and paste - Unicode® symbol,𑖭,,Bestowing Sweet Dews,,Chuyển hóa Pháp Bảo thành Tâm Bảo,Tu Pháp Bảo thành Thần Bảo (Tác Dụng),Quán Chuẩn Tử Tự SA trên lòng bàn tay Phải,,"Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bô La Su Lu, Bô La Su Lu, <br>
Su Lu Su Lu Dê, <br>
Sô Pô Hô (5x)","Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bo La Su Lu, Bo La Su Lu, <br>
Su Lu Su Lu Ye, <br>
So Po He (5x) ",,"Om, Tistha Vajra (3x)",Tôi đang biến Chuẩn Tự Tự SA thành giọt nước lành trị,,,,,,,"Om, Tistha Vajra (3x)",,,https://drive.google.com/file/d/1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3,https://drive.google.com/file/d/1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH,,,
42.16,42,16,0,0,2,42.16.00.00,        42.16 - Tu Nguyện Thành Tựu,B147,B,A,1,,,,,E06,,,,E32,E36,,E36,,,,,,,,,,,16,SA,Thí Cam Lồ,Giáng Chú Đại Vũ ,nghĩa là mưa lớn (đại bi) giáng xuống.,𑖭 - siddham letter sa (u+115AD) copy and paste - Unicode® symbol,𑖭,,Bestowing Sweet Dews,,Tu Nguyện Thành Tựu,"Tay Xoa Diệu, Mắt Hiền Lành",Tay Đại Bi Cam Lồ,,"Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bô La Su Lu, Bô La Su Lu, <br>
Su Lu Su Lu Dê, <br>
Sô Pô Hô (5x)","Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bo La Su Lu, Bo La Su Lu, <br>
Su Lu Su Lu Ye, <br>
So Po He (5x) ",,,"Tôi tưới tẩm lòng đại từ, đại bi vào tâm thức của tất cả chúng sinh. ",,,"Hand Conforting, Eyes of Kindness and Goodness",Compassionate Sweet Dews Hand,,,,,I permeate kindness and compassion into every living being’s consciousness.,https://drive.google.com/file/d/1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3,https://drive.google.com/file/d/1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH,,,
42.16,42,16,0,0,2,42.16.00.00,        42.16 - Tu bản thể Pháp Bảo,B148,B,A,2,,,,,E07,,,,E33,E37,,E37,,,,,,,,,,,16,SA,Thí Cam Lồ ,Giáng Chú Đại Vũ ,nghĩa là mưa lớn (đại bi) giáng xuống.,𑖭 - siddham letter sa (u+115AD) copy and paste - Unicode® symbol,𑖭,,Bestowing Sweet Dews,,Tu bản thể Pháp Bảo,,Tay Đại Từ Giáng Vũ,,"Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bô La Su Lu, Bô La Su Lu, <br>
Su Lu Su Lu Dê, <br>
Sô Pô Hô (5x)","Su Lu Su Lu (5x) <br>
Om, Su Lu Su Lu, <br>
Bo La Su Lu, Bo La Su Lu, <br>
Su Lu Su Lu Ye, <br>
So Po He (5x) ",,,"Tôi cảm thông và tha thứ cho tất thảy và 
Nguyện thành tựu Trì Giới Ba La Mật.",,,,Raining Down Great Compassion Hand,,,,,I emphathize and forgive all.,https://drive.google.com/file/d/1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3,https://drive.google.com/file/d/1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH,,,
42.16.4,42,16,4,0,3,42.16.04.00,            42.16.4 - Tu Liên Hoa Bồ Đề Tâm,A049,L,A,9,,,,,,,,,X09,,,,X09,,X09,X09,X09,,,,X09,F2,16,SA,Thí Cam Lồ,Giáng Chú Đại Vũ ,nghĩa là mưa lớn (đại bi) giáng xuống.,𑖭 - siddham letter sa (u+115AD) copy and paste - Unicode® symbol,𑖭,,Bestowing Sweet Dews,,Tu Liên Hoa Bồ Đề Tâm,"(0.0,0.0,1.0)(0.0, 0.0, 1.0)(0.0,0.0,1.0)",Quán tưởng CTT SA 𑖭 ở ngay trên đỉnh đầu.,Top Inner,"Su Lu Su Lu<br>
Om, Su Lu Su Lu, <br>
Bô La Su Lu, Bô La Su Lu, <br>
Su Lu Su Lu Dê, <br>
Sô Pô Hô","Su Lu Su Lu
Om, Su Lu Su Lu,
Bo La Su Lu, Bo La Su Lu,
Su Lu Su Lu Ye,
So Po He",Crown Chakra,,,,,,,,,,,,https://drive.google.com/file/d/1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3,https://drive.google.com/file/d/1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH,,,
42.16.4,42,16,4,0,3,42.16.04.00,            42.16.4 - Tu Liên Hoa Bồ Đề Tâm,A065,L,A,25,,,,,,,,,X25,,,,,,,,,,,,,,16,SA,Thí Cam Lồ,Giáng Chú Đại Vũ ,nghĩa là mưa lớn (đại bi) giáng xuống.,𑖭 - siddham letter sa (u+115AD) copy and paste - Unicode® symbol,𑖭,,Bestowing Sweet Dews,,Tu Liên Hoa Bồ Đề Tâm,,,,"Su Lu Su Lu<br>
Om, Su Lu Su Lu, <br>
Bô La Su Lu, Bô La Su Lu, <br>
Su Lu Su Lu Dê, <br>
Sô Pô Hô","Su Lu Su Lu
Om, Su Lu Su Lu,
Bo La Su Lu, Bo La Su Lu,
Su Lu Su Lu Ye,
So Po He",,,,,,,,,,,,,https://drive.google.com/file/d/1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1mFo_poKoWaClyXblGiRAsM_Vh2t-uXs3,https://drive.google.com/file/d/1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1VGUKnY4bNNJ_Z-1JDeEkDrseNRBvKwuH,,,
42.17,42,17,0,0,2,42.17.00.00,        42.17 - Tu Nguyện Thành Tựu,B149,A,A,1,E17,E17,,,,,,,E26,,,,,,,,,,,,,,17,MA,Ngọc Hoàn,"Đại Lưu Thoán Kích, Chúng Phong Tề Trĩ","nghĩa là đòng nước lớn (đại hỉ) chảy xiết, những ngọn núi lớn (đại xả) quy tụ.",𑖦 - siddham letter ma (u+115A6) copy and paste - Unicode® symbol,𑖦,,Precious Ring,,Tu Nguyện Thành Tựu,,Hai tay cầm Ngọc Hoàn,,"Hu Lu Hu Lu Mô La (5x) <br>
Om, Bô Nô Sin, <br>
Quay La Dê, <br>
Sô Pô Hô. (5x)","Hu Lu Hu Lu Mo La (5x) <br>
Om, Bo No Syin <br>
Wei La Ye, <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)","Nguyện thành tựu trí huệ viên dung, <br>
tức là Hoa Nghiêm Tam Muội.",,,,Holding the Precious Ring with both hands,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/1tz1mTool4PkF9h3aXJDF0-elYVuwGDOy/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1tz1mTool4PkF9h3aXJDF0-elYVuwGDOy,https://drive.google.com/file/d/1UwXeg4Lyb9bGvxpFpRu7c273_4puLAj5/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1UwXeg4Lyb9bGvxpFpRu7c273_4puLAj5,,,
42.18,42,18,0,0,2,42.18.00.00,        42.18 - Tu Nguyện Thành Tựu,B150,A,A,1,E18,E18,E06,,,E12,,,E11,E12,E05,E12,,,,,,,,,,,18,GA,Bạch Liên Hoa,Phổ An Lập,"nghĩa là an lập khắp nơi (tâm vị tha, tâm bồ đề).",𑖐 - siddham letter ga (u+11590) copy and paste - Unicode® symbol,𑖐,,White Lotus,,Tu Nguyện Thành Tựu,,Bạch Liên Hoa trên tay Phải,,"Chê Mưng (5x) <br>
Om, Qua Zư La, <br>
Quay La Dê, <br>
Sô Pô Hô (5x)","Jye meng (5x) <br>
Om, Wa Dz La, <br>
Wei La Ye, <br>
So Po He (5x) ","Đưa Pháp Bảo qua đầu, và điểm 2 ngón tay còn lại vô Pháp Bảo.","Om, Suksma Vajra (3x)","Tôi là Bạch Liên Hoa bồ đề tâm. <br>
Nguyện chuyển hóa tất cả sự nghiện ngập, và chấp pháp. <br>
Thành tựu Vô Lượng Samaya và <br>
Không ngừng triển khai lòng biết ơn và cảm kích với tất thảy, <br>
và thành tựu Nhập Pháp giới, thành tựu Vô Lượng Thần thông.",,,,White Lotus on Right palm,,,"Om, Suksma Vajra (3x)",,"I’m the White Lotus.
I vow to transform all addictions and attachments to the dharma and thus, accomplish all Samaya, and constantly expressing my gratitude to all living beings.",https://drive.google.com/file/d/1nH2YkxEVgcAkgUdbCHi0e2cHNbucuR5e/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1nH2YkxEVgcAkgUdbCHi0e2cHNbucuR5e,https://drive.google.com/file/d/1zOw5YC8It5dJyEqnjw3ZphWGFjLzsapQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1zOw5YC8It5dJyEqnjw3ZphWGFjLzsapQ,,,
42.18,42,18,0,0,2,42.18.00.00,        42.18 - Chuyển hóa Pháp Bảo thành Tâm Bảo,B151,A,B,1,,,,,,,,,,,,,,,,,,,,,,,18,GA,Bạch Liên Hoa,Phổ An Lập,"nghĩa là an lập khắp nơi (tâm vị tha, tâm bồ đề).",𑖐 - siddham letter ga (u+11590) copy and paste - Unicode® symbol,𑖐,,White Lotus,,Chuyển hóa Pháp Bảo thành Tâm Bảo,Tu Pháp Bảo thành Thần Bảo (Tác Dụng),Bạch Liên Hoa trên tay Phải,,"Chê Mưng (5x) <br>
Om, Qua Zư La, <br>
Quay La Dê, <br>
Sô Pô Hô (5x)","Jye meng (5x) <br>
Om, Wa Dz La, <br>
Wei La Ye, <br>
So Po He (5x) ",,"Om, Tistha Vajra (3x)",Tôi đang biến cái Bạch Liên Hoa thành hạt giống CTT GA và đặt nó trong mảnh đất YA,,,,White Lotus on Right palm,,,"Om, Tistha Vajra (3x)",,,https://drive.google.com/file/d/1nH2YkxEVgcAkgUdbCHi0e2cHNbucuR5e/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1nH2YkxEVgcAkgUdbCHi0e2cHNbucuR5e,https://drive.google.com/file/d/1zOw5YC8It5dJyEqnjw3ZphWGFjLzsapQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1zOw5YC8It5dJyEqnjw3ZphWGFjLzsapQ,,,
42.18.4,42,18,4,0,3,42.18.04.00,            42.18.4 - Tu Liên Hoa Bồ Đề Tâm,A054,L,A,14,,,,,,,,,X14,,,,,,,,X14,,,,,F6,18,GA,Bạch Liên Hoa,Phổ An Lập,"nghĩa là an lập khắp nơi (tâm vị tha, tâm bồ đề).",𑖐 - siddham letter ga (u+11590) copy and paste - Unicode® symbol,𑖐,,White Lotus,,Tu Liên Hoa Bồ Đề Tâm,"(0.0,−1.0,0.0)(0.0, -1.0, 0.0)(0.0,−1.0,0.0)",Quán tưởng CTT GA 𑖐 ở phía trước mặt.,Front Inner,"Chê Mưng <br>
Om, Qua Zư La, <br>
Quay La Dê, <br>
Sô Pô Hô","Jye meng
Om, Wa Dz La,
Wei La Ye,
So Po He ",,,,,,,,,,,,,https://drive.google.com/file/d/1nH2YkxEVgcAkgUdbCHi0e2cHNbucuR5e/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1nH2YkxEVgcAkgUdbCHi0e2cHNbucuR5e,https://drive.google.com/file/d/1zOw5YC8It5dJyEqnjw3ZphWGFjLzsapQ/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1zOw5YC8It5dJyEqnjw3ZphWGFjLzsapQ,,,
42.19,42,19,0,0,2,42.19.00.00,        42.19 - Tu Nguyện Thành Tựu,B152,A,A,1,E19,E19,E03,,,E09,,,E08,E09,E02,E09,,,,,,,,,,,19,THA,Thanh Liên Hoa,Chân Như Bình Đẳng Tạng ,nghĩa là kho tàng Chân Như bình đẳng.,𑖞 - siddham letter tha (u+1159E) copy and paste - Unicode® symbol,𑖞,,Blue Lotus,,Tu Nguyện Thành Tựu,,Thanh Liên Hoa trên tay Trái,,"Li Tô Duin (5x) <br>
Om, Chư Li Chư Li, <br>
Qua Zư La, <br>
Bu La Pan Tô, <br>
Hum Pan Cha (5x)","Li To Yun (5x) <br>
Om, Jr Li Jr Li, <br>
Wa Dz La, <br>
Bu La Pan To, <br>
Hum Pan Ja (5x) ","Đưa Pháp Bảo qua đầu, và điểm 2 ngón tay còn lại vô Pháp Bảo.","Om, Suksma Vajra (3x)","Tôi là Thanh Liên Hoa bồ đề tâm. <br>
Nguyện chuyển hóa tâm tham lam, bỏn xẻn, <br>
Thành tựu Vô Lượng Bồ Đề Tâm, và <br>
Hóa giải tất cả nợ tiền.",,,,Blue Lotus on Left palm,,,"Om, Suksma Vajra (3x)",,"I’m the Blue Lotus. <br>
I vow to transform all my greed and desires;<br>
realize the Bodhi mind,<br>
and resolve all monetary debts.",https://drive.google.com/file/d/1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr,https://drive.google.com/file/d/1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo,,,
42.19.4,42,19,4,0,3,42.19.04.00,            42.19.4 - Tu Liên Hoa Bồ Đề Tâm,A059,L,A,19,,,,,,,,,X19,,,,,,,,X19,,,,,F3,19,THA,Thanh Liên Hoa,Chân Như Bình Đẳng Tạng ,nghĩa là kho tàng Chân Như bình đẳng.,𑖞 - siddham letter tha (u+1159E) copy and paste - Unicode® symbol,𑖞,,Blue Lotus,,Tu Liên Hoa Bồ Đề Tâm,"(−1.0,0.0,0.0)(-1.0, 0.0, 0.0)(−1.0,0.0,0.0)",Quán tưởng CTT THA 𑖞 ở ngay bên trái.,Left Inner ,"Li Tô Duin <br>
Om, Chư Li Chư Li, <br>
Qua Zư La, <br>
Bu La Pan Tô, <br>
Hum Pan Cha","Li To Yun
Om, Jr Li Jr Li,
Wa Dz La,
Bu La Pan To,
Hum Pan Ja",,,,,,,,,,,,,https://drive.google.com/file/d/1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1SMO2bGuIAoGx2uMpoYwxoLZobFTJkexr,https://drive.google.com/file/d/1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1PD-pvdPdu3DL3zNUuaftOBUdORmgoyJo,,,
42.20,42,20,0,0,2,42.20.00.00,        42.20 - Tu Nguyện Thành Tựu,B153,A,A,1,E20,E20,,,,,,,E25,,,,,,,,,,,,,,20,JA,Bảo Kính,Nhập Thế Gian Hải Thanh Tịnh,nghĩa là đi vào trong biển thế gian mà vẫn thanh tịnh.,𑖕 - siddham letter ja (u+11595) copy and paste - Unicode® symbol,𑖕,,Jewel Mirror,,Tu Nguyện Thành Tựu,,,,"Shư Nô Shư Nô (5x) <br>
Om, Quay Sa Pu La, <br>
Nô La Gơ Cha, <br>
Qua Zư La, <br>
Man Cha La, <br>
Hum Pan Cha (5x)","Shr No Shr No (5x) <br>
Om, Wei Sa Pu La, <br>
No La Ge Cha, <br>
Wa Dz La, <br>
Man Ja La, <br>
Hum Pan Ja (5x)",,"Om, Suksma Vajra (3x)","Nguyện thành tựu trí tuệ Phương Võng, <br>
tức là Phương Võng Tam Muội. <br>
Nguyện thành tựu Ngũ nhãn  <br>
(Nhục nhãn, Thiên nhãn, Huệ nhãn, Pháp nhãn và Phật nhãn) và <br>
Vượt thoát khỏi Vô Sắc giới.",,,,,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/1Qpj7gmaUtXMbIyPh6pTvioGMzpGPUOkI/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Qpj7gmaUtXMbIyPh6pTvioGMzpGPUOkI,https://drive.google.com/file/d/1-5kY3POeClBzEOtIp8hdqWkcXN4IsLat/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1-5kY3POeClBzEOtIp8hdqWkcXN4IsLat,,,
42.21,42,21,0,0,2,42.21.00.00,        42.21 - Tu Nguyện Thành Tựu,B154,A,A,1,E21,E21,E05,,,E11,,,E10,E11,E04,E11,,,,,,,,,,,21,SVA,Tía Liên Hoa,Niệm Nhất Thiết Phật Trang Nghiêm,nghĩa là nhớ nghĩ tới vẻ đẹp trang nghiêm của tất cả chư Phật.,𑖪 - siddham letter va (u+115AA) copy and paste - Unicode® symbol,𑖭𑖿𑖪,,Purple Lotus,,Tu Nguyện Thành Tựu,,Tía Liên Hoa trên tay Trái,,"Phô La Shơ Dê (5x) <br>
Ọm, Sa La Sa La, <br>
Qua Zư La, Cha La, <br>
Hum Pan Cha (5x) <br>","Fo La She Ye (5x) <br>
Om, Sa La Sa La, <br>
Wa Dz La, Jya La, <br>
Hum Pan Ja (5x)","Đưa Pháp Bảo qua đầu, và điểm 2 ngón tay còn lại vô Pháp Bảo.","Om, Suksma Vajra (3x)","Tôi là Tía Liên Hoa Bồ Đề Tâm. <br>
Nguyện chuyển hoá tâm si mê, ích kỷ, <br>
Thành tựu Vô Lượng Tam Muội, và <br>
Hóa giải tất cả nợ tình.",,,,Purple Lotus on Left palm,,,"Om, Suksma Vajra (3x)",,"I’m the Purple Lotus.<br>
I vow to transform all illusions, delusions, selfish;<br>
attain boundless Samadhi,<br>
and resolve all emotional entanglements.",https://drive.google.com/file/d/1Uy4uwHQ6mEVCLG40IFvbiiMfHVt8rKZd/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Uy4uwHQ6mEVCLG40IFvbiiMfHVt8rKZd,https://drive.google.com/file/d/1kfRI8G8YlsjmdrtNMf39tJ5XsEJBfRsM/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1kfRI8G8YlsjmdrtNMf39tJ5XsEJBfRsM,,,
42.21.4,42,21,4,0,3,42.21.04.00,            42.21.4 - Tu Liên Hoa Bồ Đề Tâm,A057,L,A,17,,,,,,,,,X17,,,,,,,,X17,,,,,F5,21,SVA,Tía Liên Hoa,Niệm Nhất Thiết Phật Trang Nghiêm,nghĩa là nhớ nghĩ tới vẻ đẹp trang nghiêm của tất cả chư Phật.,𑖪 - siddham letter va (u+115AA) copy and paste - Unicode® symbol,𑖭𑖿𑖪,,Purple Lotus,,Tu Liên Hoa Bồ Đề Tâm,"(1.0,0.0,0.0)(1.0, 0.0, 0.0)(1.0,0.0,0.0)",Quán tưởng CTT SVA 𑖭𑖿𑖪 ở phía ngay bên phải,Right Inner,"Phô La Shơ Dê <br>
Ọm, Sa La Sa La, <br>
Qua Zư La, Cha La, <br>
Hum Pan Cha","Fo La She Ye
Om, Sa La Sa La,
Wa Dz La, Jya La,
Hum Pan Ja",,,,,,,,,,,,,https://drive.google.com/file/d/1Uy4uwHQ6mEVCLG40IFvbiiMfHVt8rKZd/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Uy4uwHQ6mEVCLG40IFvbiiMfHVt8rKZd,https://drive.google.com/file/d/1kfRI8G8YlsjmdrtNMf39tJ5XsEJBfRsM/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1kfRI8G8YlsjmdrtNMf39tJ5XsEJBfRsM,,,
42.22,42,22,0,0,2,42.22.00.00,        42.22 - Tu Nguyện Thành Tựu,B155,A,A,0,E22,E13,,,,,,,G04,,,,,,,,,,,,,,22,DHA,Bàng Bài,"Quán Sát Giản Trạch <br>
Nhất Thiết Pháp Tụ ","nghĩa là quán sát, tuyển chọn nơi chân lý quy tụ.",𑖠 - siddham letter dha (u+115A0) copy and paste - Unicode® symbol,𑖠,,Shield,,Tu Nguyện Thành Tựu,,,,"Pha Shơ Dê Đi (5x) <br>
Om, Dau Gơ Shan Nang <br>
Nô Dê Chan Nai La, <br>
Đa Ou Bu Li Dê <br>
Ba Shơ Ba Shơ <br>
Sô Pô Hô (5x)","Fa She Ye Di (5x) <br>
Om, Yau Ge Shan Nang <br>
Nwo Ye Jan Nai La, <br>
Da Ou Buo Li Ye <br>
Ba She Ba She <br>
So Po He (5x)
",,"Om, Suksma Vajra (3x)",Nguyện thành tựu Nhân Đà La Võng Tam Muội,,,,,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/1YDRUag_FHiFzIBhvStXOWtDSDR8y3C2n/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1YDRUag_FHiFzIBhvStXOWtDSDR8y3C2n,https://drive.google.com/file/d/1Ad82IaSL7G1dnxcfsVXBaJ4gHK2dXinw/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1Ad82IaSL7G1dnxcfsVXBaJ4gHK2dXinw,,,
